"","uid","locality","assemblage","x","y","culture","cultural_period","regional_technocomplex","age_min","age_max","ochre","shell","ostrich_egg_shell","combustion_feature","burial","needle_eyed","point","bipoint","point_split_base","retoucher","preform","art","instrument","ornament","tg_1","tg_2","tg_3","tg_4","tg_5","tg_6","tg_7","tg_8","tg_9","tg_10","tg_11","tg_12","tg_13","tg_14","tg_15","tg_16","tg_17","tg_18"
"11242",11242,"Podzvonkaya - Lower complex",2,107.328459,50.209087,"Middle Paleolithic - Eurasia","Middle Paleolithic","Eurasia",79000,88000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0
"11243",11243,"Podzvonkaya - South-Eastern complex",1,107.332163,50.208558,"Upper Paleolithic - Eurasia","Upper Paleolithic","Eurasia",34080,36280,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
"11244",11244,"Podzvonkaya - South-Eastern complex",1,107.332163,50.208558,"Upper Paleolithic - Eurasia","Upper Paleolithic","Eurasia",35180,38200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
"11245",11245,"Poggetti Vecchi",1,11.072138,42.819136,"Middle Paleolithic - Eurasia","Middle Paleolithic","Eurasia",126000,183000,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"11246",11246,"Poggetti Vecchi",2,11.072138,42.819136,"Middle Paleolithic - Eurasia","Middle Paleolithic","Eurasia",157000,243000,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
"11247",11247,"Poggetti Vecchi",3,11.072138,42.819136,"-","-","-",157000,243000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"11248",11248,"Poggetti Vecchi",4,11.072138,42.819136,"-","-","-",157000,243000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"11249",11249,"Poggetti Vecchi",5,11.072138,42.819136,"-","-","-",126000,183000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"11250",11250,"Poggetti Vecchi",6,11.072138,42.819136,"-","-","-",126000,183000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"11251",11251,"Poggetti Vecchi",7,11.072138,42.819136,"-","-","-",157000,243000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"11252",11252,"Poggetti Vecchi",8,11.072138,42.819136,"-","-","-",157000,243000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"11253",11253,"Poggetti Vecchi",9,11.072138,42.819136,"-","-","-",126000,183000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"11254",11254,"Poggetti Vecchi",11,11.072138,42.819136,"-","-","-",157000,243000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"11255",11255,"Poggetti Vecchi",12,11.072138,42.819136,"-","-","-",157000,243000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"11256",11256,"Poggetti Vecchi",13,11.072138,42.819136,"-","-","-",157000,243000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"11257",11257,"Poggetti Vecchi",14,11.072138,42.819136,"-","-","-",157000,243000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"11258",11258,"Poggetti Vecchi",15,11.072138,42.819136,"-","-","-",126000,183000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"11259",11259,"Poggetti Vecchi",15,11.072138,42.819136,"-","-","-",157000,243000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"11260",11260,"Poggio Rosso",72,11.500838,43.626919,"-","-","-",2500000,3600000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"11261",11261,"Pokrovka II",1,92.445739,55.330294,"Upper Paleolithic - Eurasia","Upper Paleolithic","Eurasia",27590,27890,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0
"11262",11262,"Pomongwe Cave",67,28.513502,-20.547533,"MSA","MSA","Africa",42200,3e+05,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0
"11263",11263,"Pomongwe Cave",68,28.513502,-20.547533,"MSA","MSA","Africa",42200,3e+05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
"11264",11264,"Pomongwe Cave",69,28.513502,-20.547533,"MSA","MSA","Africa",42200,3e+05,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0
"11265",11265,"Pomongwe Cave",70,28.513502,-20.547533,"MSA","MSA","Africa",42200,3e+05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
"11266",11266,"Pomongwe Cave",71,28.513502,-20.547533,"MSA","MSA","Africa",30000,3e+05,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0
"11267",11267,"Pomongwe Cave",72,28.513502,-20.547533,"MSA","MSA","Africa",30000,3e+05,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0
"11268",11268,"Pomongwe Cave",73,28.513502,-20.547533,"MSA","MSA","Africa",20000,40000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0
"11269",11269,"Pomongwe Cave",73,28.513502,-20.547533,"MSA","MSA","Africa",30000,3e+05,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0
"11270",11270,"Pomongwe Cave",74,28.513502,-20.547533,"MSA","MSA","Africa",30000,3e+05,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0
"11271",11271,"Pomongwe Cave",75,28.513502,-20.547533,"MSA","MSA","Africa",30000,3e+05,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0
"11272",11272,"Pomongwe Cave",76,28.513502,-20.547533,"MSA","MSA","Africa",30000,3e+05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0
"11273",11273,"Pomongwe Cave",77,28.513502,-20.547533,"Magosian","MSA/LSA","Africa",20000,40000,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
"11274",11274,"Pomongwe Cave",78,28.513502,-20.547533,"Magosian","MSA/LSA","Africa",20000,40000,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
"11275",11275,"Pomongwe Cave",79,28.513502,-20.547533,"Magosian","MSA/LSA","Africa",20000,40000,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
"11276",11276,"Pomongwe Cave",80,28.513502,-20.547533,"MSA","MSA","Africa",20000,40000,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
"11277",11277,"Pomongwe Cave",81,28.513502,-20.547533,"Magosian","MSA/LSA","Africa",20000,40000,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
"11278",11278,"Pomongwe Cave",82,28.513502,-20.547533,"Magosian","MSA/LSA","Africa",20000,40000,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
"11279",11279,"Pomongwe Cave",83,28.513502,-20.547533,"ELSA","LSA","Southern African",20000,40000,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
"11280",11280,"Pomongwe Cave",84,28.513502,-20.547533,"ELSA","LSA","Southern African",20000,40000,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
"11281",11281,"Pomongwe Cave",85,28.513502,-20.547533,"ELSA","LSA","Southern African",20000,40000,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0
"11282",11282,"Pomongwe Cave",86,28.513502,-20.547533,"MSA","MSA","Africa",39900,44500,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
"11283",11283,"Pomongwe Cave",87,28.513502,-20.547533,"MSA","MSA","Africa",39900,44500,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
"11284",11284,"Pomongwe Cave",88,28.513502,-20.547533,"MSA","MSA","Africa",42200,3e+05,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0
"11285",11285,"Pomongwe Cave",89,28.513502,-20.547533,"MSA","MSA","Africa",21300,36350,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,1,1,0,1,0,0,0,0,0,0
"11286",11286,"Pomongwe Cave",90,28.513502,-20.547533,"MSA","MSA","Africa",39900,44500,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0
"11287",11287,"Pontnewydd Cave",1,-3.475963,53.226967,"-","-","-",225000,3e+05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"11288",11288,"Pontnewydd Cave",2,-3.475963,53.226967,"-","-","-",225000,269000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"11289",11289,"Pontnewydd Cave",3,-3.475963,53.226967,"-","-","-",225000,269000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"11290",11290,"Pontnewydd Cave",4,-3.475963,53.226967,"-","-","-",225000,269000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"11291",11291,"Pontnewydd Cave",5,-3.475963,53.226967,"-","-","-",225000,269000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"11292",11292,"Pontnewydd Cave",6,-3.475963,53.226967,"-","-","-",225000,269000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"11293",11293,"Pontnewydd Cave",7,-3.475963,53.226967,"-","-","-",225000,269000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"11294",11294,"Pontnewydd Cave",8,-3.475963,53.226967,"-","-","-",225000,269000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"11295",11295,"Pontnewydd Cave",9,-3.475963,53.226967,"-","-","-",225000,269000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"11296",11296,"Pontnewydd Cave",10,-3.475963,53.226967,"-","-","-",225000,269000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"11297",11297,"Pontnewydd Cave",11,-3.475963,53.226967,"-","-","-",225000,269000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"11298",11298,"Pontnewydd Cave",12,-3.475963,53.226967,"-","-","-",225000,269000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"11299",11299,"Pontnewydd Cave",13,-3.475963,53.226967,"-","-","-",225000,269000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"11300",11300,"Pontnewydd Cave",14,-3.475963,53.226967,"-","-","-",225000,269000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"11301",11301,"Pontnewydd Cave",15,-3.475963,53.226967,"-","-","-",225000,269000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"11302",11302,"Pontnewydd Cave",16,-3.475963,53.226967,"-","-","-",83000,260000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"11303",11303,"Pontnewydd Cave",17,-3.475963,53.226967,"-","-","-",225000,269000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"11304",11304,"Pontnewydd Cave",18,-3.475963,53.226967,"Middle Paleolithic - Eurasia","Middle Paleolithic","Eurasia",25000,83000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0
"11305",11305,"Pontnewydd Cave",19,-3.475963,53.226967,"Early Middle Paleolithic - Eurasia","Middle Paleolithic","Eurasia",225000,269000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0
"11306",11306,"Pontnewydd Cave",19,-3.475963,53.226967,"Early Middle Paleolithic - Eurasia","Middle Paleolithic","Eurasia",225000,3e+05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0
"11307",11307,"Pontnewydd Cave",20,-3.475963,53.226967,"Early Middle Paleolithic - Eurasia","Middle Paleolithic","Eurasia",83000,260000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
"11308",11308,"Pontnewydd Cave",21,-3.475963,53.226967,"Early Middle Paleolithic - Eurasia","Middle Paleolithic","Eurasia",83000,260000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"11309",11309,"Pontnewydd Cave",22,-3.475963,53.226967,"Early Middle Paleolithic - Eurasia","Middle Paleolithic","Eurasia",83000,260000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0
"11310",11310,"Porc Epic Cave",23,41.8333333,9.6666667,"Late MSA","MSA","Southern African",30000,35900,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0,0,0
"11311",11311,"Porc Epic Cave",23,41.8333333,9.6666667,"Late MSA","MSA","Southern African",33400,35900,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0,0,0
"11312",11312,"Porc Epic Cave",23,41.8333333,9.6666667,"Late MSA","MSA","Southern African",33400,43000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0,0,0
"11313",11313,"Porc Epic Cave",24,41.8333333,9.6666667,"Late MSA","MSA","Southern African",30000,35900,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,1,1,0,1,0,0,0,0,0,0
"11314",11314,"Porc Epic Cave",24,41.8333333,9.6666667,"Late MSA","MSA","Southern African",33400,35900,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,1,1,0,1,0,0,0,0,0,0
"11315",11315,"Porc Epic Cave",24,41.8333333,9.6666667,"Late MSA","MSA","Southern African",33400,43000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,1,1,0,1,0,0,0,0,0,0
"11316",11316,"Porc Epic Cave",25,41.8333333,9.6666667,"Late MSA","MSA","Southern African",30000,35900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0
"11317",11317,"Porc Epic Cave",25,41.8333333,9.6666667,"Late MSA","MSA","Southern African",33400,35900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0
"11318",11318,"Porc Epic Cave",25,41.8333333,9.6666667,"Late MSA","MSA","Southern African",33400,43000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0
"11319",11319,"Porc Epic Cave",26,41.8333333,9.6666667,"Late MSA","MSA","Southern African",30000,35900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0
"11320",11320,"Porc Epic Cave",26,41.8333333,9.6666667,"Late MSA","MSA","Southern African",33400,35900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0
"11321",11321,"Porc Epic Cave",26,41.8333333,9.6666667,"Late MSA","MSA","Southern African",33400,43000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0
"11322",11322,"Porc Epic Cave",27,41.8333333,9.6666667,"Late MSA","MSA","Southern African",30000,35900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0
"11323",11323,"Porc Epic Cave",27,41.8333333,9.6666667,"Late MSA","MSA","Southern African",33400,35900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0
"11324",11324,"Porc Epic Cave",27,41.8333333,9.6666667,"Late MSA","MSA","Southern African",33400,43000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0
"11325",11325,"Porc Epic Cave",28,41.8333333,9.6666667,"Late MSA","MSA","Southern African",30000,35900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0
"11326",11326,"Porc Epic Cave",28,41.8333333,9.6666667,"Late MSA","MSA","Southern African",33400,35900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0
"11327",11327,"Porc Epic Cave",28,41.8333333,9.6666667,"Late MSA","MSA","Southern African",33400,43000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0
"11328",11328,"Porc Epic Cave",29,41.8333333,9.6666667,"Late MSA","MSA","Southern African",30000,35900,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"11329",11329,"Porc Epic Cave",29,41.8333333,9.6666667,"Late MSA","MSA","Southern African",33400,35900,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"11330",11330,"Porc Epic Cave",29,41.8333333,9.6666667,"Late MSA","MSA","Southern African",33400,43000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"11331",11331,"Potocka zijalka",1,14.400869,46.265742,"Aurignacian","Upper Paleolithic","Europe",34000,36500,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,0,0,1,0,0,0,0
"11332",11332,"Powers Site",21,24.600591,-28.603543,"Acheulean - Africa","ESA","Africa",3e+05,1800000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"11333",11333,"Powers Site",22,24.600591,-28.603543,"Fauresmith","ESA","Southern African",3e+05,650000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0
"11334",11334,"Powers Site",23,24.600591,-28.603543,"MSA","MSA","Africa",30000,3e+05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"11335",11335,"Pradayrol",1,1.642581,44.621298,"Mousterian - Eurasia","Middle Paleolithic","Eurasia",0,57000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0
"11336",11336,"Pradayrol",2,1.642581,44.621298,"Mousterian - Eurasia","Middle Paleolithic","Eurasia",30000,57000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0
"11337",11337,"Pradayrol",3,1.642581,44.621298,"Mousterian - Eurasia","Middle Paleolithic","Eurasia",30000,57000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0
"11338",11338,"Predmosti I Skalka",1,17.43739,49.4679,"Gravettian","Upper Paleolithic","Eurasia",11780,35000,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,0,0,1,1,0,0,0,0,0,0,0
"11339",11339,"Predmosti I Skalka",2,17.43739,49.4679,"-","-","-",11780,35000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"11340",11340,"Predmosti I Skalka",3,17.43739,49.4679,"-","-","-",11780,35000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"11341",11341,"Predmosti II Hradisko",1,17.437093,49.469426,"Middle Paleolithic - Eurasia","Middle Paleolithic","Eurasia",81300,126000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,0,0,1,0,1,0,0,0,0,0,0
"11342",11342,"Predmosti II Hradisko",2,17.437093,49.469426,"Middle Paleolithic - Eurasia","Middle Paleolithic","Eurasia",81300,126000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0
"11343",11343,"Predmosti II Hradisko",3,17.437093,49.469426,"-","-","-",81300,126000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"11344",11344,"Predmosti II Hradisko",4,17.437093,49.469426,"-","-","-",81300,126000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"11345",11345,"Predmosti II Hradisko",5,17.437093,49.469426,"-","-","-",81300,126000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"11346",11346,"Predmosti II Hradisko",6,17.437093,49.469426,"-","-","-",81300,126000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"11347",11347,"Predmosti II Hradisko",7,17.437093,49.469426,"-","-","-",81300,126000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"11348",11348,"Predmosti II Hradisko",8,17.437093,49.469426,"-","-","-",24720,25360,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"11349",11349,"Predmosti II Hradisko",9,17.437093,49.469426,"-","-","-",11780,25360,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"11350",11350,"Predmosti II Hradisko",10,17.437093,49.469426,"-","-","-",81300,126000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"11351",11351,"Predmosti II Hradisko",11,17.437093,49.469426,"-","-","-",24720,25360,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"11352",11352,"Predmosti II Hradisko",12,17.437093,49.469426,"-","-","-",24720,25360,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"11353",11353,"Primrose Ridge",67,28,-26.17,"Late Sangoan","ESA/MSA","Central Africa",2e+05,3e+05,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
"11354",11354,"Putslaagte 1",1,19.18,-31.94,"Late MSA","MSA","Southern African",53500,64100,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
"11355",11355,"Putslaagte 1",1,19.18,-31.94,"Late MSA","MSA","Southern African",55600,66000,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
"11356",11356,"Putslaagte 8",1,19.153336,-31.938254,"Robberg","LSA","Southern African",18000,21000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
"11357",11357,"Putslaagte 8",2,19.153336,-31.938254,"ELSA","LSA","Southern African",22000,25000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
"11358",11358,"Putslaagte 8",3,19.153336,-31.938254,"Late MSA","MSA","Southern African",33000,45000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
"11359",11359,"Putslaagte 8",4,19.153336,-31.938254,"MSA","MSA","Africa",58000,71000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0
